receipt_id,text,label,makro_label,total_belanja
2027,wardah lightening toner makarizo hair mask ellips hair vitamin vaseline body lotion somethinc serum,Beauty,Health & Personal Care,292000
2028,oat milk matcha latte,Coffee Shops,Food & Beverage,79000
2029,lampu led keran air artificial plant gantungan baju set sekrup set rak susun tingkat pot tanaman,Home Improvement,Housing & Utilities,1334000
2030,cola medium spicy chicken wings paket ayam nasi tax resto,Fast Food,Food & Beverage,293000
2031,keran air sekrup set jam dinding organizer drawer food container set artificial plant lampu led storage box l obeng set talenan,Home Improvement,Housing & Utilities,1190500
2032,caffe latte kopi susu gula aren,Coffee Shops,Food & Beverage,91000
2033,karbol wangi attack easy tissue paseo s,Household,Housing & Utilities,360000
2034,es teh manis bebek goreng soto ayam,Restaurants,Food & Beverage,96500
2035,pop mie ayam yakult ultra milk coklat mie sedaap soto le minerale oreo vanilla sunlight lime,Groceries,Food & Beverage,145300
2036,tepung segitiga biru kopi kapal api mix sosis so nice indomie ayam bawang garam refina roti tawar sari roti,Groceries,Food & Beverage,116000
2037,ayam goreng crispy paket hemat lemon tea nasi putih spaghetti chicken pudding chocolate take away bag chicken nugget,Fast Food,Food & Beverage,241000
2038,dexlite,Gas & Fuel,Transportation,261000
2039,emina lip cream garnier micellar water somethinc serum scarlett body scrub,Beauty,Health & Personal Care,642500
2040,keran air cat tembok rak susun tingkat obeng set organizer drawer pot tanaman artificial plant gantungan baju set pisau dapur,Home Improvement,Housing & Utilities,965000
2041,paket burger combo burger cheese spicy chicken wings nasi putih french fries,Fast Food,Food & Beverage,474000
2042,tissue nice s frisian flag uht ultra milk coklat beras ramos mie sedaap soto pop mie ayam oreo vanilla,Groceries,Food & Beverage,738000
2043,tiket pesawat domestik tol dalam kota tiket bus transjakarta,Transportation,Transportation,1247000
2044,lemon tea chicken nugget spicy chicken wings chicken popcorn,Fast Food,Food & Beverage,303000
2045,makarizo hair mask,Beauty,Health & Personal Care,37000
2046,memory card anti gores hp,Electronics & Software,Lifestyle & Entertainment,284000
2047,cat tembok jam dinding obeng set sekrup set rak susun tingkat lampu led kabel roll stop organizer drawer keran air pot tanaman,Home Improvement,Housing & Utilities,1088500
2048,fiesta nugget tissue nice s gula pasir bimoli l mie sedaap soto indomie ayam bawang teh pucuk chitato sapi panggang roma kelapa,Groceries,Food & Beverage,195500
2049,beras ramos nu green tea roti tawar sari roti pepsodent le minerale,Groceries,Food & Beverage,211500
2050,lifebuoy sabun batang saus sambal abc piattos sapi panggang beras ramos le minerale tepung segitiga biru filma minyak l fiesta nugget,Groceries,Food & Beverage,769500
2051,bagasi tambahan parkir motor,Transportation,Transportation,274200
2052,parkir motor,Transportation,Transportation,4000
2053,rice bowl chicken french fries chicken nugget burger cheese chicken popcorn spicy chicken wings take away bag pudding chocolate,Fast Food,Food & Beverage,365600
2054,pertalite,Gas & Fuel,Transportation,140000
2055,sosis so nice pop mie ayam,Groceries,Food & Beverage,22000
2056,azarine sunscreen emina lip cream revlon lipstick wardah lightening toner ponds face wash,Beauty,Health & Personal Care,301800
2057,herborist body butter maybelline fit me vaseline body lotion ellips hair vitamin,Beauty,Health & Personal Care,510000
2058,body mist maybelline fit me pixy bedak two way cake,Beauty,Health & Personal Care,217500
2059,pb mie ayam jamur dimsum ayam,Restaurants,Food & Beverage,89100
2060,paket burger combo ice cream cone spaghetti chicken pb,Fast Food,Food & Beverage,177000
2061,kemeja oxford celana chino kaos kaki sandal casual,Apparel,Lifestyle & Entertainment,1080000
2062,cumi saus padang sop iga ayam bakar madu bakso urat,Restaurants,Food & Beverage,227000
2063,tiket mrt jakarta tol dalam kota,Transportation,Transportation,39000
2064,cinnamon roll cheesecake slice service charge,Coffee Shops,Food & Beverage,143000
2065,pertamax,Gas & Fuel,Transportation,78000
2066,air mineral gurame bakar,Restaurants,Food & Beverage,525000
2067,spanish latte iced americano croissant butter matcha latte cinnamon roll cheesecake slice lychee tea cappuccino chocolate ice kopi susu gula aren,Coffee Shops,Food & Beverage,743800
2068,pepsodent tepung segitiga biru sosis so nice bimoli l teh pucuk pop mie ayam,Groceries,Food & Beverage,105000
2069,nu green tea gula pasir piattos sapi panggang kopi kapal api mix walls cornetto good day cappuccino saus sambal abc garam refina,Groceries,Food & Beverage,119500
2070,kopi kapal api mix pop mie ayam tissue nice s pepsodent roma kelapa kecap bango good day cappuccino garam refina,Groceries,Food & Beverage,184400
2071,roma kelapa garam refina silverqueen,Groceries,Food & Beverage,47000
2072,silverqueen piattos sapi panggang good day cappuccino,Groceries,Food & Beverage,64000
2073,cheesecake slice es kopi pandan cappuccino,Coffee Shops,Food & Beverage,137000
2074,good day cappuccino garam refina tissue nice s teh pucuk yakult,Groceries,Food & Beverage,105600
2075,revvo,Gas & Fuel,Transportation,540000
2076,bp,Gas & Fuel,Transportation,526500
2077,ayam goreng crispy rice bowl chicken chicken nugget pudding chocolate paket burger combo paket hemat spaghetti chicken burger cheese lemon tea spicy chicken wings,Fast Food,Food & Beverage,310000
2078,fiesta nugget silverqueen filma minyak l yakult indomie goreng walls cornetto pepsodent indomie ayam bawang roti tawar sari roti tepung segitiga biru,Groceries,Food & Beverage,589200
2079,spicy chicken wings paket hemat nasi putih paket burger combo,Fast Food,Food & Beverage,299600
2080,pepsodent nu green tea aqua,Groceries,Food & Beverage,48700
2081,revvo,Gas & Fuel,Transportation,533000
2082,kopi kapal api mix oreo vanilla teh pucuk mie sedaap soto,Groceries,Food & Beverage,25500
2083,sambal extra service charge cola medium,Fast Food,Food & Beverage,25700
2084,es teh manis soto ayam nasi goreng spesial kwetiau siram sapi,Restaurants,Food & Beverage,256000
2085,wipol sikat wc kain pel stella pengharum,Household,Housing & Utilities,139000
2086,sambal extra spaghetti chicken chicken nugget ice cream cone,Fast Food,Food & Beverage,76500
2087,air mineral soto ayam gurame bakar nasi goreng spesial sop iga,Restaurants,Food & Beverage,403000
2088,soto ayam pb,Restaurants,Food & Beverage,27000
2089,polo shirt dress wanita,Apparel,Lifestyle & Entertainment,1165700
2090,bakso urat service charge mie goreng jawa,Restaurants,Food & Beverage,118000
2091,bagasi tambahan travel antarkota,Transportation,Transportation,749000
2092,kabel data type c keyboard usb redmi note,Electronics & Software,Lifestyle & Entertainment,3848000
2093,speaker bluetooth,Electronics & Software,Lifestyle & Entertainment,640000
2094,air mineral sate ayam tsk,Restaurants,Food & Beverage,48500
2095,silverqueen walls cornetto telur ayam mie sedaap soto fiesta nugget lifebuoy sabun batang filma minyak l,Groceries,Food & Beverage,315500
2096,silverqueen pepsodent,Groceries,Food & Beverage,40000
2097,rak susun tingkat,Home Improvement,Housing & Utilities,288000
2098,pudding chocolate cola medium,Fast Food,Food & Beverage,66000
2099,cola medium rice bowl chicken spicy chicken wings pudding chocolate spaghetti chicken sambal extra,Fast Food,Food & Beverage,226000
2100,le minerale roma kelapa ultra milk coklat mie sedaap soto silverqueen,Groceries,Food & Beverage,236000
2101,minyak kayu putih promag tablet betadine,Health,Health & Personal Care,85000
2102,bakso urat dimsum ayam mie goreng jawa kwetiau siram sapi,Restaurants,Food & Beverage,174500
2103,bantal sofa kabel roll stop talenan obeng set storage box l keran air food container set organizer drawer sekrup set,Home Improvement,Housing & Utilities,796000
2104,nasi putih bebek goreng sop iga cumi saus padang kwetiau siram sapi es teh manis,Restaurants,Food & Beverage,523500
2105,mouse wireless,Electronics & Software,Lifestyle & Entertainment,348000
2106,vaseline body lotion somethinc serum,Beauty,Health & Personal Care,291000
2107,tiket kereta eksekutif,Transportation,Transportation,308000
2108,redmi note,Electronics & Software,Lifestyle & Entertainment,2729000
2109,revvo,Gas & Fuel,Transportation,182000
2110,sabun cuci tangan sikat wc lap microfiber molto pewangi rinso deterjen wipol,Household,Housing & Utilities,609000
2111,chicken nugget rice bowl chicken,Fast Food,Food & Beverage,98500
2112,indomie ayam bawang fiesta nugget frisian flag uht teh pucuk sunlight lime tissue nice s sosis so nice beras ramos,Groceries,Food & Beverage,266000
2113,es cendol air mineral nasi goreng spesial mie goreng jawa,Restaurants,Food & Beverage,87000
2114,nasi putih burger cheese service charge,Fast Food,Food & Beverage,37800
2115,soto ayam service charge kwetiau siram sapi gurame bakar dimsum ayam jeruk hangat bebek goreng sop iga mie ayam jamur bakso urat,Restaurants,Food & Beverage,811500
2116,indomie ayam bawang chitato sapi panggang ultra milk coklat good day cappuccino tissue nice s oreo vanilla garam refina saus sambal abc silverqueen gula pasir,Groceries,Food & Beverage,552800
2117,es cendol bebek goreng cumi saus padang mie goreng jawa,Restaurants,Food & Beverage,395000
2118,jeruk hangat sop iga es cendol sate ayam tsk,Restaurants,Food & Beverage,589000
2119,fiesta nugget sosis so nice kecap bango frisian flag uht,Groceries,Food & Beverage,273200
2120,matcha latte croissant butter service charge spanish latte,Coffee Shops,Food & Beverage,136500
2121,saus sambal abc silverqueen walls cornetto piattos sapi panggang tissue nice s kopi kapal api mix,Groceries,Food & Beverage,207000
2122,attack easy sunlight lime,Household,Housing & Utilities,49000
2123,airport train,Transportation,Transportation,154000
2124,anti gores hp,Electronics & Software,Lifestyle & Entertainment,50000
2125,extra shot cheesecake slice cappuccino caffe latte lychee tea,Coffee Shops,Food & Beverage,183000
2126,bio solar,Gas & Fuel,Transportation,306000
2127,celana chino,Apparel,Lifestyle & Entertainment,276000
2128,caffe latte lychee tea chocolate ice,Coffee Shops,Food & Beverage,87500
2129,ellips hair vitamin emina lip cream skintific moisturizer wardah lightening toner garnier micellar water,Beauty,Health & Personal Care,296500
2130,cheesecake slice extra shot croissant butter matcha latte lychee tea oat milk,Coffee Shops,Food & Beverage,505000
2131,chicken nugget paket burger combo cola medium paket hemat,Fast Food,Food & Beverage,378000
2132,sosis so nice saus sambal abc indomie goreng gula pasir bimoli l pop mie ayam garam refina fiesta nugget walls cornetto,Groceries,Food & Beverage,149700
2133,food container set cat tembok,Home Improvement,Housing & Utilities,269900
2134,sos pembersih lantai sunlight lime stella pengharum sikat wc lap microfiber tissue paseo s sabun cuci tangan baygon aerosol rinso deterjen,Household,Housing & Utilities,1117000
2135,pixy bedak two way cake skintific moisturizer body mist ponds face wash scarlett body scrub,Beauty,Health & Personal Care,446000
2136,paket hemat burger cheese take away bag spicy chicken wings,Fast Food,Food & Beverage,223000
2137,paket hemat spaghetti chicken chicken popcorn rice bowl chicken,Fast Food,Food & Beverage,206500
2138,roma kelapa fiesta nugget indomie goreng bimoli l walls cornetto silverqueen pop mie ayam,Groceries,Food & Beverage,187000
2139,kopi kapal api mix pepsodent chitato sapi panggang telur ayam fiesta nugget silverqueen piattos sapi panggang roma kelapa filma minyak l beras ramos,Groceries,Food & Beverage,563100
2140,gula pasir chitato sapi panggang silverqueen le minerale,Groceries,Food & Beverage,70500
2141,kecap bango roma kelapa,Groceries,Food & Beverage,169000
2142,ayam bakar madu sate ayam tsk,Restaurants,Food & Beverage,80500
2143,spaghetti chicken pudding chocolate,Fast Food,Food & Beverage,124000
2144,lemon tea take away bag paket ayam nasi paket burger combo,Fast Food,Food & Beverage,121000
2145,revvo,Gas & Fuel,Transportation,108000
2146,sunlight lime tissue nice s,Groceries,Food & Beverage,24000
2147,azarine sunscreen makarizo hair mask somethinc serum,Beauty,Health & Personal Care,227000
2148,spaghetti chicken paket hemat,Fast Food,Food & Beverage,172000
2149,brownies cheesecake slice extra shot oat milk iced americano es kopi pandan,Coffee Shops,Food & Beverage,312500
2150,skintific moisturizer hand cream maybelline fit me scarlett body scrub azarine sunscreen emina lip cream,Beauty,Health & Personal Care,641500
2151,croissant butter spanish latte cinnamon roll kopi susu gula aren service charge chocolate ice caffe latte,Coffee Shops,Food & Beverage,558000
2152,pixy bedak two way cake emina lip cream garnier micellar water vaseline body lotion,Beauty,Health & Personal Care,352800
2153,saus sambal abc,Groceries,Food & Beverage,16000
2154,take away bag sambal extra french fries,Fast Food,Food & Beverage,68500
2155,walls cornetto pepsodent aqua mie sedaap soto teh pucuk,Groceries,Food & Beverage,125900
2156,case hp memory card oppo a anti gores hp,Electronics & Software,Lifestyle & Entertainment,4455000
2157,sop iga nasi goreng spesial ayam bakar madu,Restaurants,Food & Beverage,141500
2158,sikat wc stella pengharum sunlight lime karbol wangi attack easy,Household,Housing & Utilities,272000
2159,kecap bango walls cornetto chitato sapi panggang garam refina pepsodent pop mie ayam filma minyak l,Groceries,Food & Beverage,303000
2160,caffe latte iced americano spanish latte cappuccino banana bread,Coffee Shops,Food & Beverage,238000
2161,chitato sapi panggang frisian flag uht sosis so nice gula pasir sunlight lime silverqueen indomie ayam bawang,Groceries,Food & Beverage,178000
2162,paket hemat cola medium chicken popcorn paket ayam nasi sambal extra take away bag,Fast Food,Food & Beverage,227900
2163,ultra milk coklat beras ramos sosis so nice roti tawar sari roti kopi kapal api mix,Groceries,Food & Beverage,234300
2164,es kopi pandan almond croissant cappuccino caffe latte,Coffee Shops,Food & Beverage,175000
2165,service charge soto ayam air mineral gurame bakar,Restaurants,Food & Beverage,224000
2166,sunlight lime oreo vanilla sosis so nice le minerale saus sambal abc kecap bango indomie goreng nu green tea pepsodent,Groceries,Food & Beverage,165500
2167,pertalite,Gas & Fuel,Transportation,410000
2168,kwetiau siram sapi sate ayam tsk nasi goreng spesial nasi putih,Restaurants,Food & Beverage,219500
2169,yakult oreo vanilla roma kelapa frisian flag uht fiesta nugget,Groceries,Food & Beverage,155000
